time_s,pitch_rad,pitch_deg
3.6,-0.5923382043838501,-33.938479155552166
3.6666666666666665,-0.6494510769844055,-37.21080571143235
3.7333333333333334,-0.665676474571228,-38.14045251407903
3.8,-0.6637812256813049,-38.031862751559586
3.8666666666666667,-0.6504476070404053,-37.26790267779907
3.933333333333333,-0.6376199126243591,-36.53292992687609
4.0,-0.6181411743164062,-35.4168804315906
4.066666666666666,-0.5891206860542297,-33.75412893475894
4.133333333333333,-0.5454674363136292,-31.25298196259197
4.2,-0.48443564772605896,-27.756118060389493
4.266666666666667,-0.3980044722557068,-22.803976487583668
4.333333333333333,-0.3138595521450043,-17.98282769777493
4.4,-0.32136601209640503,-18.41291617207417
4.466666666666667,-0.3291601538658142,-18.859487600387943
4.533333333333333,-0.3167906701564789,-18.1507683890872
4.6,-0.32439789175987244,-18.586630080782395
4.666666666666667,-0.327654629945755,-18.773227433812558
4.733333333333333,-0.3206935226917267,-18.374385367418835
4.8,-0.329959511756897,-18.905287433867464
4.866666666666666,-0.35604050755500793,-20.399618418597655
4.933333333333334,-0.38512715697288513,-22.06616067041867
5.0,-0.40322166681289673,-23.102899716609276
5.066666666666666,-0.44168078899383545,-25.306445101355035
5.133333333333333,-0.4752492904663086,-27.229778560306436
5.2,-0.502150297164917,-28.77109270878985
5.266666666666667,-0.5018806457519531,-28.75564282088728
5.333333333333333,-0.5037735104560852,-28.86409597962333
5.4,-0.5149549245834351,-29.50474381810843
5.466666666666667,-0.5444755554199219,-31.196151373602877
5.533333333333333,-0.581321656703949,-33.30727746868919
5.6,-0.6238349080085754,-35.74310734182333
5.666666666666667,-0.660181999206543,-37.825642265043975
5.733333333333333,-0.6627940535545349,-37.97530195504271
5.8,-0.6498419642448425,-37.233201901720825
5.866666666666666,-0.6386921405792236,-36.594364063365774
5.933333333333334,-0.6241501569747925,-35.76116977708343
6.0,-0.598636269569397,-34.29933170978228
6.066666666666666,-0.5626968145370483,-32.240152618428496
6.133333333333333,-0.5093106627464294,-29.181351436381252
6.2,-0.435718834400177,-24.964850265489773
6.266666666666667,-0.3300427198410034,-18.910054905908133
6.333333333333333,-0.31867966055870056,-18.258999566675225
6.4,-0.3260130286216736,-18.679170606299607
6.466666666666667,-0.3209042251110077,-18.386457726776833
6.533333333333333,-0.32179006934165955,-18.437212862499198
6.6,-0.3291338086128235,-18.85797812858137
6.666666666666667,-0.3165677785873413,-18.13799764288657
6.733333333333333,-0.3259766399860382,-18.67708569105546
6.8,-0.33697277307510376,-19.307117708023068
6.866666666666666,-0.3691501021385193,-21.15074285936042
6.933333333333334,-0.3932977616786957,-22.534301836131345
7.0,-0.4140702784061432,-23.724479374478992
7.066666666666666,-0.45376577973365784,-25.998864066201538
7.133333333333333,-0.4853628873825073,-27.809244979301145
7.2,-0.5043466091156006,-28.896932114058167
7.266666666666667,-0.5046433210372925,-28.91393245490233
7.333333333333333,-0.5073203444480896,-29.06731459799872
7.3999999999999995,-0.5182551741600037,-29.693834190185648
7.466666666666667,-0.5416799783706665,-31.03597660737691
7.533333333333333,-0.5667945146560669,-32.47493354095852
7.6,-0.5996761918067932,-34.35891486500689
7.666666666666667,-0.6362456679344177,-36.45419150612419
7.733333333333333,-0.6620546579360962,-37.932937706715705
7.8,-0.6661385893821716,-38.16692974239659
7.866666666666666,-0.6622780561447144,-37.94573748122031
7.933333333333334,-0.6543426513671875,-37.49107227874007
8.0,-0.6432850956916809,-36.857521006802614
8.066666666666666,-0.6280621886253357,-35.985312679981156
8.133333333333333,-0.6042079925537109,-34.61856792139951
8.2,-0.5691230297088623,-32.608347626016375
8.266666666666666,-0.5187289714813232,-29.720980777041866
8.333333333333334,-0.45080965757369995,-25.829490742710856
8.4,-0.35191789269447327,-20.163409986531104
8.466666666666667,-0.3168187439441681,-18.15237689863674
8.533333333333333,-0.3240908086299896,-18.569035513480443
8.6,-0.3267201781272888,-18.71968728845612
8.666666666666666,-0.32003018260002136,-18.336378779782297
8.733333333333333,-0.32719674706459045,-18.74699267721054
8.8,-0.31924232840538025,-18.291238059557685
8.866666666666667,-0.32302334904670715,-18.507874584557563
8.933333333333334,-0.33228325843811035,-19.038428311358523
9.0,-0.3615241050720215,-20.71380541287095
9.066666666666666,-0.3879867196083069,-22.230001540681645
9.133333333333333,-0.405924528837204,-23.257762303208267
9.2,-0.4455728232860565,-25.52944224001949
9.266666666666666,-0.4784702658653259,-27.414326856585593
9.333333333333334,-0.5028125047683716,-28.809034409629273
9.4,-0.5050033330917358,-28.934559626195767
9.466666666666667,-0.5063640475273132,-29.012522820476878
9.533333333333333,-0.5151373744010925,-29.515197422633136
9.6,-0.5330343246459961,-30.540617137821734
9.666666666666666,-0.565422773361206,-32.39633855417918
9.733333333333333,-0.5988972783088684,-34.31428640897003
9.8,-0.6359052062034607,-36.43468448585463
9.866666666666667,-0.6586291193962097,-37.736668805820806
9.933333333333334,-0.6490190625190735,-37.18605310588023
10.0,-0.6259524822235107,-35.86443540714485
10.066666666666666,-0.5977576375007629,-34.2489898005047
10.133333333333333,-0.5615226030349731,-32.172875255103875
10.2,-0.5045365691184998,-28.907816020500583
10.266666666666666,-0.42471644282341003,-24.334459663590735
10.333333333333334,-0.31361332535743713,-17.968719942044267
10.4,-0.16071297228336334,-9.208175024839697
10.466666666666667,0.00140148785430938,0.08029933909077308
10.533333333333333,0.00021349385497160256,0.012232296841850914
10.6,0.000145740807056427,0.008350333147163713
10.666666666666666,3.564389407983981e-05,0.002042244696186162
10.733333333333333,2.3959566988196457e-06,0.000137278206738463
10.8,0.0001635607477510348,0.009371340540138166
10.866666666666667,-2.8647134968196042e-05,-0.001641359928819271
10.933333333333334,4.1184255678672343e-05,0.0023596840327756194
11.0,0.00040999610791914165,0.023491046600557047
11.066666666666666,-0.00020039411901962012,-0.011481737259066531
11.133333333333333,-4.6412820665864274e-05,-0.00265925873945159
11.2,0.00043177444604225457,0.024738853459820277
11.266666666666666,2.6577768949209712e-05,0.0015227939896635654
11.333333333333334,8.648107905173674e-05,0.004955000837401751
11.4,0.0005046267760917544,0.028912984499350723
11.466666666666667,-5.10668869537767e-05,-0.0029259170953230902
11.533333333333333,-0.00021336929057724774,-0.01222515982777678
11.6,1.8950513549498282e-05,0.0010857844459917327
11.666666666666666,-1.2283635442145169e-06,-7.038004679122331e-05
11.733333333333333,5.374175088945776e-06,0.00030791755096093676
11.8,0.00013441545888781548,0.007701438495586057
11.866666666666667,-7.004181679803878e-05,-0.004013100491956136
11.933333333333334,-0.00013553063035942614,-0.007765333114342741
12.0,1.528955067442439e-06,8.76026724295919e-05
12.066666666666666,-3.929667218471877e-05,-0.002251533465093522
12.133333333333333,3.114027640549466e-05,0.0017842064109056617
12.2,5.244820567895658e-05,0.0030050608284382884
12.266666666666666,-0.00032733724219724536,-0.018755042455353796
12.333333333333334,7.615033973706886e-05,0.004363093075421409
12.4,8.51662662171293e-06,0.00048796676111291125
12.466666666666667,-0.000275676284218207,-0.015795087597552205
12.533333333333333,-6.093653792049736e-05,-0.003491406440983397
12.6,-0.00012864527525380254,-0.0073708313263416555
12.666666666666666,3.920557355741039e-05,0.0022463138982293162
12.733333333333333,-0.0003078868321608752,-0.01764061605047089
12.8,-0.0005140506546013057,-0.02945293296459205
12.866666666666667,-5.1231614634161815e-05,-0.002935355296178137
12.933333333333334,8.565025200368837e-05,0.004907397954043266
13.0,2.1632196876453236e-05,0.0012394335826168526
13.066666666666666,9.903973477776162e-06,0.0005674558806860781
13.133333333333333,2.3383130610454828e-05,0.001339754695782226
13.2,-1.9890749172191136e-05,-0.0011396559789198881
13.266666666666666,-0.0006349366740323603,-0.03637919168012794
13.333333333333334,-7.805282075423747e-05,-0.004472097208308926
13.4,4.051445284858346e-05,0.002321307157505608
13.466666666666667,-9.049609070643783e-05,-0.00518504405991196
13.533333333333333,0.0005539580597542226,0.031739458851172825
13.6,0.00020446363487280905,0.011714903342115838
13.666666666666666,7.996925705811009e-05,0.004581900920226478
13.733333333333333,0.0007802886539138854,0.044707246671209774
13.799999999999999,0.0001324354816460982,0.007587994156103703
13.866666666666667,0.00030518407584168017,0.0174857595203287
13.933333333333334,0.00012967396469321102,0.0074297708896494405
14.0,-0.0006871287478134036,-0.039369577231817124
14.066666666666666,0.0004254221566952765,0.02437489408999252
14.133333333333333,-8.026576688280329e-05,-0.0045988896817655625
14.2,8.369122224394232e-05,0.00479515381686929
14.266666666666666,-8.142083970597014e-05,-0.0046650704795632835
14.333333333333334,0.00017874523473437876,0.010241347558355108
14.4,-3.8281126762740314e-05,-0.002193346998510324
14.466666666666667,9.232923730451148e-06,0.0005290075623210345
14.533333333333333,8.423485269304365e-05,0.0048263015472175975
14.6,6.649913848377764e-05,0.0038101199763764513
14.666666666666666,0.0003209887945558876,0.018391303199044213
14.733333333333333,0.000304675311781466,0.01745660948691049
14.799999999999999,0.00012725876877084374,0.007291390356600589
14.866666666666667,-9.558732563164085e-05,-0.005476750333635697
14.933333333333334,0.00021124126214999706,0.012103232780211453
15.0,0.00014615047257393599,0.008373805252329022
15.066666666666666,0.00015107562649063766,0.008655995785208355
15.133333333333333,0.00021659785124938935,0.012410142728192415
15.2,9.973652777262032e-05,0.005714482104660465
15.266666666666666,7.642181299161166e-05,0.004378647347157392
15.333333333333334,4.275655373930931e-05,0.002449770075786722
15.4,-6.268596916925162e-05,-0.003591641468085317
15.466666666666667,-0.0006380907725542784,-0.0365599082136023
15.533333333333333,2.7792002583737485e-05,0.001592364452264837
15.6,1.906313991639763e-05,0.0010922374614769574
15.666666666666666,-5.2973755373386666e-05,-0.0030351726078535223
15.733333333333333,0.00010924764501396567,0.006259428981043664
15.799999999999999,2.7798389055533335e-05,0.0015927303701447188
15.866666666666667,-0.00012192586291348562,-0.006985837358433373
15.933333333333334,-3.3558862924110144e-05,-0.0019227812108095679
16.0,-1.0495141395949759e-05,-0.0006013273073809604
16.066666666666666,-6.477026181528345e-05,-0.0037110626399730956
16.133333333333333,-6.82471800246276e-05,-0.003910275379080699
16.2,-1.4083296264288947e-05,-0.0008069134375761155
16.266666666666666,0.00016865815268829465,0.009663400329512304
16.333333333333332,0.00013680214760825038,0.007838185686278455
16.4,0.0002642630715854466,0.015141158683009638
16.466666666666665,6.504074553959072e-05,0.0037265602158028824
16.53333333333333,0.00015063608589116484,0.008630811963933912
16.6,8.01017667981796e-05,0.004589493169076837
16.666666666666668,-0.0001697988627711311,-0.00972875820290685
16.733333333333334,-3.1841685995459557e-05,-0.001824394220120652
16.8,5.337363836588338e-05,0.0030580842156226456
16.866666666666667,-5.143824455444701e-05,-0.002947194318531603
16.933333333333334,7.6083883868705016e-06,0.00043592854346402837
17.0,-2.809183752106037e-05,-0.001609543728724008
17.066666666666666,-3.4740489354589954e-05,-0.0019904834182371696
17.133333333333333,-8.91760500962846e-05,-0.005109411304164306
17.2,-4.568205986288376e-05,-0.0026173892296072155
17.266666666666666,-5.7487836784275714e-06,-0.0003293810421075925
17.333333333333332,0.00014897411165293306,0.00853558785442376
17.4,0.00015393910871353,0.008820061231290826
17.466666666666665,0.0001503334060544148,0.008613469686744426
17.53333333333333,5.859879092895426e-05,0.0033574634047985716
17.6,0.0001518312346888706,0.008699288945932587
17.666666666666668,0.0001446644455427304,0.008288662175198585
17.733333333333334,0.00014956269296817482,0.008569311079687373
17.8,9.245920227840543e-05,0.005297522067698996
17.866666666666667,7.235367957036942e-05,0.004145560471624095
17.933333333333334,9.412042709300295e-05,0.005392703238397837
18.0,7.161848770920187e-05,0.004103437080846827
18.066666666666666,7.903769437689334e-05,0.0045285263102408675
18.133333333333333,7.662797725060955e-05,0.004390459689084413
18.2,7.409651061607292e-06,0.00042454173349472775
18.266666666666666,1.645064003241714e-05,0.000942552244146458
18.333333333333332,2.9664677640539594e-05,0.0016996608294190198
18.4,1.433570469089318e-05,0.0008213753751340757
18.466666666666665,2.5442641344852746e-05,0.0014577559687251151
18.53333333333333,7.489305517083267e-06,0.00042910559761291385
18.6,5.7760942581808195e-05,0.0033094582306350904
18.666666666666668,0.0005013449117541313,0.028724947523870423
18.733333333333334,0.0012144106440246105,0.06958060449837439
18.8,0.016432205215096474,0.941496006917889
18.866666666666667,0.05145913362503052,2.9483911741139894
18.933333333333334,0.1316821575164795,7.5448318628711855
19.0,0.28398722410202026,16.27126937668165
19.066666666666666,0.3301845192909241,18.918179415925863
19.133333333333333,0.3189108371734619,18.272245011023173
19.2,0.3274584412574768,18.76198664998601
19.266666666666666,0.3157903254032135,18.09345285666704
19.333333333333332,0.3248928189277649,18.614987318668998
19.4,0.31441059708595276,18.014400247213313
19.466666666666665,0.2772785723209381,15.886891943402722
19.53333333333333,0.2159588485956192,12.373530573033726
19.6,0.2016092836856842,11.551361065845427
19.666666666666668,0.21795186400413513,12.48772194444623
19.733333333333334,0.3239783048629761,18.562589522451244
19.8,0.3332638442516327,19.094611739923753
19.866666666666667,0.32223567366600037,18.462744109616704
19.933333333333334,0.33092454075813293,18.96057952274601
